priority,paperId,doi,title,year,venue,verdict,cell,diffusion_channel,identification_of_diffusion,evidence_type,both_channel,reason,ra_decision,ra_note
2,W2141955160,10.1353/sof.2002.0030,The Short- and Long-Term Effects of U.S. Migration Experience on Mexican Women's Fertility,2002,Social Forces,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,UNCLEAR,observational,,Migration as mechanism carrying lower-fertility norms; tests diffusion effects via U.S. experience,,
2,W2064581138,10.1111/j.1728-4465.2001.00025.x,Is Fertility Declining in Benin?,2001,Studies in Family Planning,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Explicitly documents fertility transition through spatial diffusion pattern: 'changes in reproductive preferences and practice suggest a diffusion process, from urban and more educated women to rural and less-educated ones'",,
2,W1977169376,10.2307/2673799,"Kinship Networks and Contraceptive Choice in Nang Rong, Thailand",2001,International Family Planning Perspectives,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Extended kinship networks affect modern contraceptive adoption; household and village-level tie effects on contraceptive use,,
2,W2000205321,10.1080/00324720127691,"Religion, social milieu, and the contraceptive revolution",2001,Population Studies,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Shows religious congregation diversity and inclusiveness facilitate spread and legitimization of contraceptive use; identifies socioculturally diverse religious milieus as enabling legitimation diffusion,,
2,W1552777139,,The importance of education for fertility in Sub-Saharan Africa is substantially underestimated when community effects are ignored,2001,NORA - Norwegian Open Research Archives,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Community education effect on fertility net of individual education and urbanization; neighborhood-level peer effects in Sub-Saharan Africa reducing fertility,,
2,W2323132355,10.3112/erdkunde.2000.03.05,Approaches explaining regional differences in fertility decline in India,2000,Erdkunde,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Spatial patterns document diffusion from cities to rural areas, hierarchically, and geographically; networks steer socioeconomic change",,
2,W2079466008,10.1111/j.1728-4457.2000.00761.x,"Conditioning Factors for Fertility Decline in Bengal: History, Language Identity, and Openness to Innovations",2000,Population and Development Review,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,historical,,Colonial history and Bengali language identity facilitated diffusion of modern/fertility-control ideas within and between Bengali regions,,
2,W2110836239,10.1016/s0277-9536(99)00276-2,"Social networks, ideation, and contraceptive behavior in Bangladesh: a longitudinal analysis",2000,Social Science & Medicine,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,quasi-experimental,,Social network field-worker approach (organizing group discussions at opinion leaders' homes) increases contraceptive adoption 5-fold; ideation variables mediate peer influence,,
2,W2741898846,10.31899/pgy6.1043,"Some preconditions for fertility decline in Bengal: History, language identity, and an openness to innovations",2000,,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,historical,,Argues Bengali language identity facilitated diffusion of modern ideas (including fertility control) across Bengal region independent of economic conditions; identifies shared language as cultural boundary enabling ideational spread,,
2,W2010188480,10.1068/a3286,"Spatial Variability in Fertility in Menoufia, Egypt, Assessed through the Application of Remote-Sensing and GIS Technologies",2000,Environment and Planning A Economy and Space,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Spatial clustering of fertility after controlling for development factors; residual interpreted as diffusion but not causally isolated,,
2,W2080512131,10.2307/2991959,"The Relationship of Social Affiliation and Interpersonal Discussion to Family Planning Knowledge, Attitudes and Practice",1999,International Family Planning Perspectives,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Club membership and interpersonal discussion mediate diffusion of family planning knowledge and contraceptive adoption; social clubs facilitate network-based diffusion,,
2,W2337896076,10.3917/popu.p1998.10n1.0204,Evidence for a spatial diffusion of contraception at the onset of the fertility transition in victorian Britain,1998,Population,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,historical,,debates diffusion vs. adaptation hypothesis; argues spatial/cultural clustering in FDT onset suggests idea spread along linguistic/cultural lines,,
2,W2056224674,10.1111/j.1541-0064.1998.tb01563.x,GEOGRAPHICAL PATTERNS OF FERTILITY DECLINE IN GUANGDONG: CHINA'S POPULATION POLICY THROUGH THE CENSUSES OF 1982 AND 1990,1998,Canadian Geographies / Géographies canadiennes,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,regional spatial clustering of fertility decline independent of uniform policy application,,
2,W1989183130,10.1111/j.0435-3684.1998.00040.x,Patterns of fertility change in ghana: a time and space perspective,1998,Geografiska Annaler Series B Human Geography,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Spatial and temporal variation in fertility declines across multiple settlements; cohort differences and area clustering suggest diffusion of fertility limitation but without isolating from common shocks,,
2,W2115861803,,Regional heterogeneity and fertility behaviour in India,1998,RePEc: Research Papers in Economics,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Spatial/cultural clustering of fertility decline suggests diffusion of small-family norm along regional and cultural lines, independent of economic development",,
2,W2082314900,10.2307/2137716,"Women, Work, and Children: Behavioral and Attitudinal Change in the United States",1996,Population and Development Review,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,LEGITIMATION_KNOWLEDGE,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Norm weakening around maternal homemaking diffused with behavioral change; norm shift preceded and stabilized fertility,,
2,W2166377928,10.1177/089124395009004005,WOMEN'S GOSSIP AND SOCIAL CHANGE,1995,Gender & Society,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Women's informal conversation (gossip) in networks carries information about fertility control and limiting births; network composition explains group differences in adoption timing,,
2,W2008821319,10.2307/2061795,The Persistence of High Fertility in the American South on the Eve of the Baby Boom,1994,Demography,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"County-level analysis comparing structural, diffusion-innovation, and health models; diffusion-innovation receives empirical support as explanatory framework",,
2,W2023283417,10.1080/0032472031000147246,The Diffusion of Fertility Control in Taiwan: Evidence from Pooled Cross-Section Time-Series Models,1993,Population Studies,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,quasi-experimental,,Taiwan fertility transition shows evidence of interpersonal diffusion through within-area autoregressive effects; models distinguish temporal and spatial components,,
2,W2052642508,10.2307/2061848,"Fertility transition, conscious choice, and numeracy",1992,Demography,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,LEGITIMATION_KNOWLEDGE,DESCRIPTIVE_RESIDUAL_ONLY,historical,,Argues numeracy and conscious-choice awareness of family size were necessary ideational preconditions for fertility transition; claims such mentality spread historically across times and places.,,
2,W2136974190,10.5860/choice.28-5961,"From provinces into nations: demographic integration in Western Europe, 1870-1960",1991,Choice Reviews Online,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,historical,,"Describes shift from provincial to national demographic homogeneity (1870–1960), interpreting convergence as evidence of communities' influence on demographic behavior; classic descriptive analysis of spatial diffusion pattern but identifies association rather than isolation from common shocks",,
2,W1988907119,10.2307/1971590,"From Local to National Communities: The Transformation of Demographic Regimes in Western Europe, 1870-1960",1990,Population and Development Review,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,historical,,"Proposes social others (kin, friends, neighbors) as drivers of demographic change; shift in relevant community from local to national shown via demographic and linguistic patterns.",,
2,W2333733356,10.2307/1972532,The Emerging Demographic Transitions of Southeast Asia,1990,Population and Development Review,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,Describes geographical spread of fertility transition across social groups and areas but mechanism not identified,,
2,W1970655532,10.2307/1973580,Thailand's Reproductive Revolution: Rapid Fertility Decline in a Third-World Setting.,1988,Population and Development Review,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,explicitly examines channels through which fertility reduction spreads through Thai society across regions and time,,
2,W2076364701,10.1177/036319908701200105,"""Early"" Fertility Decline in America: a Problem in Family History",1987,Journal of Family History,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,historical,,"family-limitation motives and techniques transmitted through religious, ethnic, and economic group boundaries in antebellum America",,
2,W2062093847,10.2307/1972119,The Emergence of a Two-Child Norm among American Birth-Controllers,1987,Population and Development Review,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,historical,,Traces widespread acceptance and adoption of 2–3-child norm among urbanites; shows rapid translation into practice. Legitimation of small-family fertility control spreads across cohorts.,,
2,W2001473507,10.1080/19485565.1984.9988569,Adoption of fertility limitation in an American frontier population: An analysis and simulation of socio‐religious subgroups,1984,Biodemography and Social Biology,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Analyzes adoption of fertility limitation across religious/urban subcohorts in 19th-century US frontier; examines diffusion pathways within and across religious communities,,
2,W2091049066,10.1080/03585522.1983.10408010,Are children poor men's riches?,1983,Scandinavian Economic History Review,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,historical,,fertility control 'percolated down through social layers' from upper to lower classes in Norway,,
2,W1985163593,10.1080/00324728.1977.10412759,The Malthusian League and the resistance to birth control propaganda in late Victorian Britain,1977,Population Studies,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,historical,,Historical study of Malthusian League's dissemination of birth control propaganda and the spread of legitimation across social groups despite opposition; directly addresses diffusion of fertility control idea and acceptability,,
2,W2015609658,10.2307/1964787,A Mathematical Model for Determining Effectiveness of Family Planning Clinics,1974,Studies in Family Planning,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,interaction/word-of-mouth spreads adoption faster than mass media; friends/relatives as adoption channel,,
3,W2112082685,10.1146/annurev-economics-080614-115322,The Evolution of Social Norms,2015,Annual Review of Economics,RELEVANT,DIFFUSION_THEORY,NA,NA,theory,yes,Stochastic game-theoretic model of social-norm evolution with contraceptive use as explicit example; formal diffusion theory,,
3,W1907240281,10.1111/j.1468-0289.2012.00666.x,"Marital fertility and wealth during the fertility transition: rural F rance, 1750–1850",2012,The Economic History Review,RELEVANT,PRINCETON_CANON,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,historical,yes,Foundational historical demographic work linking French fertility transition to economic inequality; spatial/temporal variation in France,,
3,W2107846072,10.1257/jel.49.3.589,The Historical Fertility Transition: A Guide for Economists,2011,Journal of Economic Literature,RELEVANT,DIFFUSION_THEORY,NA,NA,review,yes,Review of historical fertility-transition literature and open questions; likely covers diffusion and social mechanisms among other theories,,
3,W1997478529,10.1207/s15327957pspr0904_5,Why Are Modern Families Small? Toward an Evolutionary and Cultural Explanation for the Demographic Transition,2005,Personality and Social Psychology Review,RELEVANT,DIFFUSION_THEORY,SOCIAL_NETWORK_PEER,NA,theory,yes,proposes formal model: widening social networks + shift from kin to non-kin communication → endogenous spread of small-family norms,,
3,W2032273470,10.1017/s0145553200012232,"Another Look at Coale’s Indices of Fertility, If and Ig",2001,Social Science History,RELEVANT,PRINCETON_CANON,NA,NA,review,yes,Foundational European Fertility Project indices and measurement methods,,
3,W2073112486,10.1093/0199244596.001.0001,Fertility and Social Interaction,2001,,RELEVANT,DIFFUSION_THEORY,SOCIAL_NETWORK_PEER,NA,theory,yes,Formal integration of social-interaction and economic fertility models; embeds reproduction in local environment with interpersonal information flows and social externalities,,
3,W2051573282,10.4054/demres.2000.3.7,"Empirical assessments of social networks, fertility and family planning programs: nonlinearities and their implications.",2000,PubMed,RELEVANT,DIFFUSION_THEORY,SOCIAL_NETWORK_PEER,SEPARATES_FROM_COMMON_SHOCK,structural,yes,Formal analysis of social interaction effects on contraceptive diffusion in nonlinear models; demonstrates multiplier effects and multiple equilibria,,
3,W4398206315,10.1093/oxfordhb/9780198869252.013.57,Fertility Transition,2024,Oxford University Press eBooks,RELEVANT,DIFFUSION_THEORY,NA,NA,theory,,"theoretical chapter on fertility transitions across approaches, including cultural evolutionary theory of fertility change",,
