paperId,doi,title,year,verdict,estimand_cell,evidence_type,treatment,outcome,direction,reason,ra_decision,ra_note
W2782361322,10.1111/1468-0106.12247,Women's education and marriage decisions: Evidence from China,2018,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2571165333,10.1016/j.jdeveco.2018.07.002,"Women's schooling, fertility, and child health outcomes: Evidence from Uganda's free primary education program",2018,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1503996537,10.1017/s0022050718000074,“The Dust Was Long in Settling”: Human Capital and the Lasting Impact of the American Dust Bowl,2018,NOT_RELEVANT,NA,quasi-experimental,n/a,later-life fertility and human capital,n/a,Treatment is Dust Bowl exposure; schooling and fertility are parallel outcomes rather than effects of covered laws.,,
W2142418986,10.1016/j.jdeveco.2017.09.006,"Abolishing user fees, fertility choice, and educational attainment",2017,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2581394516,10.3386/w23081,Aggregating the Fertility Transition: Intergenerational Dynamics in Quality and Quantity,2017,RELEVANT,OFF_EXPOSURE,theory,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W2604712881,10.1111/joes.12202,CHILDREN AND THEIR PARENTS: A REVIEW OF FERTILITY AND CAUSALITY,2017,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2739939776,10.21149/8483,Child labor and severe functioning difficulties and disability in Mexican children and adolescents 5-17 years of age,2017,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2757175168,10.1016/j.econmod.2017.09.006,Child labour and human capital in developing countries - A multi-period stochastic model,2017,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2752329099,10.1016/j.labeco.2017.08.008,"College admissions decisions, educational outcomes, and family formation",2017,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2186769068,,Compulsory Education and Teenage Motherhood,2017,RELEVANT,TEMPO,quasi-experimental,compulsory education,teenage motherhood,forward,Estimates a schooling-policy effect on teenage pregnancy or fertility timing.,,
W2762281605,10.1007/s13524-017-0615-x,Compulsory Schooling Laws and Migration Across European Countries,2017,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling reform,schooling outcomes,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W1602301738,10.1016/j.jebo.2017.07.005,"Compulsory schooling laws and formation of beliefs: Education, religion and superstition",2017,UNCERTAIN,OFF_OUTCOME,other,compulsory-schooling law,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W4251425363,10.1057/978-1-137-34826-5_18,Corporate Social Responsibility,2017,NOT_RELEVANT,NA,other,n/a,corporate social responsibility,n/a,Title provides no connection to fertility or the covered policy mechanism.,,
W2205122900,10.1086/694930,"Education, Marriage, and Fertility: Long-Term Evidence from a Female Stipend Program in Bangladesh",2017,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1791257396,10.1017/s1365100516000055,FIGHTING POVERTY AND CHILD MALNUTRITION: ON THE DESIGN OF FOREIGN AID POLICIES,2017,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2605849875,10.1111/ecot.12126,"Gender gap, capital accumulation and the demographic transition",2017,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2769395517,10.1016/j.jhealeco.2017.10.007,Heterogeneity in the impact of type of schooling on adult health and lifestyle,2017,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2753276478,,Human capital and fertility: child vs adult survival,2017,RELEVANT,THEORY,theory,child-labor mechanism,fertility,forward,"Models the relationship among child labor or schooling, fertility, and economic change.",,
W2769528288,10.1162/edfp_a_00254,Keeping Kids in School: The Long-Term Effects of Extending Compulsory Education,2017,RELEVANT,OFF_OUTCOME,quasi-experimental,extension of compulsory schooling,education and labor-market outcomes,forward,Uses a covered compulsory-schooling reform but reports no fertility outcome.,,
W2770993284,10.2139/ssrn.3069039,"Longer School Days, Less Teenage Mothers: Evidence from Colombia",2017,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2757675602,10.3386/w23890,Paralyzed by Panic: Measuring the Effect of School Closures during the 1916 Polio Pandemic on Educational Attainment,2017,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2732055152,10.1016/j.labeco.2017.07.001,Returning to returns: Revisiting the British education evidence,2017,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2768259705,10.1111/padr.12112,Rising Educational Participation and the Trend to Later Childbearing,2017,RELEVANT,OFF_EXPOSURE,observational,education or schooling,fertility timing,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W2754383405,10.1017/9781316779507.007,"Structural Advantages, Personal Capacities, and Young Adult Functioning during the Great Recession",2017,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2752104534,10.1111/ecin.12492,THE EFFECTS OF EDUCATION ON FERTILITY: EVIDENCE FROM TAIWAN,2017,RELEVANT,PRIMARY_CS_QUANTUM,quasi-experimental,compulsory-schooling law,fertility,forward,Estimates a covered legal-policy effect on fertility.,,
W2898452467,,Teacher Attitudes Toward Teacher Evaluation,2017,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2953172681,10.2139/ssrn.3081283,The Effect of Education on Health and Mortality: A Review of Experimental and Quasi-Experimental Evidence,2017,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2766829783,10.1093/jae/ejx025,The Effect of Female Education on Adolescent Fertility and Early Marriage: Evidence from Free Compulsory Universal Basic Education in Ghana,2017,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2769831258,10.1515/bejeap-2017-0119,The Great Depression of Income: Historical Estimates of the Longer-Run Impact of Entering the Labor Market during a Recession,2017,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3138623659,10.2139/ssrn.3703425,The Impact of School Entry Laws on Female Education and Teenage Fertility,2017,UNCERTAIN,TEMPO,quasi-experimental,school entry laws,teenage fertility,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W3122278238,10.1177/0019793916687719,The Role of Education in Technology Use and Adoption: Evidence from the Canadian Workplace and Employee Survey,2017,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W2735968051,10.1186/s40176-017-0100-8,The effect of education on teenage fertility: causal evidence for Argentina,2017,RELEVANT,OFF_EXPOSURE,quasi-experimental,education induced by compulsory-schooling reform,teenage fertility,forward,paper interprets education effects using compulsory-schooling reform variation,,
W2739460206,,The effects of education and fertility on female labour force participation in Malaysia,2017,RELEVANT,OFF_EXPOSURE,quasi-experimental,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W2738221210,10.1016/j.socscimed.2017.07.011,The impact of education on the probability of receiving periodontal treatment. Causal effects measured by using the introduction of a school reform in Norway,2017,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2749706228,10.1016/j.jebo.2017.07.034,The intergenerational effects of education on delinquency,2017,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2770941801,,"UNIONS, PELLAGRA, AND SCHOOLS IN AMERICAN ECONOMIC DEVELOPMENT",2017,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2578760637,,Access to education and teenage childbearing,2016,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4313071686,10.1787/9789264250246-graph48-en,Association between sense of belonging at school and skipping a whole day of school,2016,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2463395356,10.1016/j.labeco.2016.06.011,Benefits from delay? The effect of abortion availability on young women and their children,2016,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2460428297,10.4236/health.2016.810096,Characteristics of Child Labour and Their Health Problems: Findings from Rural Community of India,2016,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1952281553,10.1007/s10888-015-9319-x,Child labour and inequality,2016,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W2460975519,10.1162/edfp_a_00216,"Closer to the Finish Line? Compulsory Attendance, Grade Attainment, and High School Graduation",2016,RELEVANT,OFF_OUTCOME,other,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W2566569328,10.1016/j.econedurev.2016.12.001,"Creating winners and losers: Date of birth, relative age in school, and outcomes in childhood and adulthood",2016,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W4312829860,10.1787/9789264250246-graph41-en,Differences in perseverance between low performers and better-performing students,2016,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2527067363,10.1016/j.econedurev.2016.04.001,Do `Skills Beget Skills'? Evidence on the effect of kindergarten entrance age on the evolution of cognitive and non-cognitive skill gaps in childhood,2016,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2419837394,10.1016/j.ssresearch.2016.06.013,Do legal school leaving rules still affect schooling and earnings?,2016,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W2599389406,,Does education foster voter participation? : an empirical study using a Norwegian school reform,2016,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling reform,non-fertility outcome,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W2521117457,10.1016/j.jce.2016.09.004,Does population control lead to better child quality? Evidence from China’s one-child policy enforcement,2016,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2428684739,10.1017/s1365100514000911,EFFECT OF PUBLIC HEALTH INVESTMENT ON ECONOMIC DEVELOPMENT VIA SAVINGS AND FERTILITY,2016,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2338726126,10.1177/0015732515615259,Effect of Ban on Exports Containing Child Labour in a Dynamic Model in Presence of Imperfect Monitoring,2016,RELEVANT,OFF_OUTCOME,theory,child-labor policy,child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W2989473287,10.35188/unu-wider/2016/154-3,"Effect of girls’ secondary school stipend on completed schooling, age at marriage, and age at first birth: Evidence from Bangladesh",2016,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4312440877,10.1787/9789264250246-graph72-en,Equity in resource allocation and percentage of low/top performers in mathematics,2016,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2915593218,10.15017/1654638,Essays on Economic Theory of Underdevelopment Traps,2016,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2293518610,10.1016/bs.hesmac.2016.04.006,Families in Macroeconomics,2016,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2149506844,10.1016/j.jjie.2016.01.001,"Fewer school days, more inequality",2016,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1551865591,10.1162/edfp_a_00191,First in the Class? Age and the Education Production Function,2016,RELEVANT,OFF_EXPOSURE,observational,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
